service_module,source_file,service_symbols,public_method_count,public_function_count,router_references,collection_references,persistence_helpers,model_imports,external_io_markers,static_reference_count,notes
canonical_journey_itinerary_service,backend/services/canonical_journey_itinerary_service.py,CanonicalJourneyError@83;FinalizedJourneySnapshotError@87;CanonicalJourneyItineraryService@91,26,0,backend/routers/agency_journeys.py;backend/routers/platform_journey_engine.py,audit_events;flight_workspaces;journey_connection_representations;journey_fare_brand_presentations;journey_itinerary_options;journey_leg_representations;journey_presentation_configurations;journey_representations;journey_segment_representations;journey_service_presentations;journey_snapshots;offer_acceptances;offer_builder_segments;offer_fare_bundles;offer_options;offer_pricing_lines;offer_segments;offer_service_checks;trip_passengers;trip_segments;trip_service_items,collection(;Database,AuditEvent;JourneyConnectionRepresentation;JourneyFareBrandPresentation;JourneyItineraryOption;JourneyLegRepresentation;JourneyPresentationConfiguration;JourneyRepresentation;JourneySegmentRepresentation;JourneyServicePresentation;JourneySnapshot;new_id,provider,2,external markers are lexical and require manual interpretation
capability_catalog_service,backend/services/capability_catalog_service.py,CapabilityCatalogService@394,10,0,backend/routers/agency_capabilities.py;backend/routers/platform_capabilities.py,agency_feature_bundle_assignments;agency_feature_flags;capability_catalog,collection(;Database,CapabilityCatalogEntry,provider,2,external markers are lexical and require manual interpretation
client_passenger_master_service,backend/services/client_passenger_master_service.py,ClientPassengerMasterError@79;ClientPassengerMasterService@83,24,0,backend/routers/agency_client_passenger_master.py;backend/routers/platform_client_passenger_master.py,client_master_records;client_passenger_links;client_portal_access_profiles;passenger_known_documents;passenger_master_records;passenger_operational_preferences;passenger_service_history,collection(;Database,ClientMasterRecord;ClientMasterRecordCreate;ClientMasterRecordUpdate;ClientPassengerMasterLink;ClientPassengerMasterLinkCreate;ClientPortalAccessProfile;ClientPortalAccessProfileCreate;PassengerKnownDocument;PassengerKnownDocumentCreate;PassengerMasterRecord;PassengerMasterRecordCreate;PassengerMasterRecordUpdate;PassengerOperationalPreference;PassengerOperationalPreferenceCreate;PassengerServiceHistoryCreate;PassengerServiceHistoryRecord,provider,2,external markers are lexical and require manual interpretation
delivery_provider_service,backend/services/delivery_provider_service.py,delivery_provider_statuses@8;delivery_provider_readiness@59,0,2,backend/routers/documents.py,agency_email_settings,collection(,now_utc,provider,1,external markers are lexical and require manual interpretation
document_context_service,backend/services/document_context_service.py,DocumentContextService@113,16,0,backend/routers/agency_documents.py,agencies;agency_workspaces;airline_policy_approved_knowledge_records;airline_policy_extracted_communication_rules;airline_policy_extracted_emd_rules;airline_policy_extracted_exceptions;airline_policy_extracted_prices;airline_policy_extracted_rules;airline_policy_extraction_runs;airline_policy_review_corrections;airline_policy_sections;airline_policy_sources;booking_import_drafts;booking_records;booking_workspaces;client_profiles;emd_coupons;emd_exchange_operations;emd_records;gds_parse_corrections;gds_parse_training_samples;gds_parsed_entities;gds_parser_runs;offer_acceptances;offer_builder_segments;offer_fare_bundles;offer_options;offer_pricing_lines;offer_workspaces;passenger_service_requests;request_passengers;request_segments;requested_services;ticket_coupons;ticket_exchange_operations;ticket_records;travel_requests;trip_change_operations;trip_dossiers;trip_passengers;trip_segments;trip_service_items,collection(;Database,,provider,1,external markers are lexical and require manual interpretation
document_render_service,backend/services/document_render_service.py,DocumentRenderService@219,11,0,backend/routers/agency_documents.py;backend/routers/platform_documents.py,document_packages;document_render_jobs;document_share_records;document_templates,collection(;Database,DocumentPackage;DocumentPackageCreate;DocumentPackageStatus;DocumentRenderJob;DocumentRenderJobCreate;DocumentRenderStatus;DocumentShareRecord;DocumentShareRecordCreate;DocumentShareStatus;DocumentTemplate;DocumentTemplateScope,provider,2,external markers are lexical and require manual interpretation
document_rendering_service,backend/services/document_rendering_service.py,text@21;money@27;brand_snapshot@35;shell@48;section@82;table@86;key_values@96;agency_brand@103;active_template@109;offer_snapshot@121;booking_snapshot@137;invoice_snapshot@157;ticket_snapshot@170;emd_snapshot@179;render_offer@189;render_booking@211;render_ticket@223;render_emd@232;render_invoice@241;render_document_payload@252,0,20,backend/routers/documents.py,agencies;agency_workspaces;booking_passengers;booking_segments;bookings;client_profiles;document_templates;emd_records;invoice_line_items;invoices;offer_fare_options;offer_passengers;offer_price_lines;offer_route_alternatives;offer_segments;offer_service_checks;offers;payment_records;ticket_records,collection(;Database,,,1,external markers are lexical and require manual interpretation
document_storage_lifecycle_service,backend/services/document_storage_lifecycle_service.py,register_export_storage_record@35;ensure_storage_records_for_exports@74;list_storage_records@85;storage_summary@92;storage_health@115;archive_storage_record@151;mark_storage_record_missing@158,0,7,backend/routers/documents.py,document_exports;document_storage_records;rendered_documents,collection(;Database,DocumentStorageRecord;now_utc,,1,external markers are lexical and require manual interpretation
document_workspace_service,backend/services/document_workspace_service.py,DocumentWorkspaceError@28;DocumentWorkspaceService@32,14,0,backend/routers/agency_document_workspaces.py;backend/routers/platform_document_workspaces.py,agencies;document_workspaces,collection(;Database,DocumentWorkspace;DocumentWorkspaceCreate;DocumentWorkspaceStatus;DocumentWorkspaceType;DocumentWorkspaceUpdate;new_id,,2,external markers are lexical and require manual interpretation
emd_workspace_service,backend/services/emd_workspace_service.py,EmdWorkspaceError@53;EmdWorkspaceService@57,14,0,backend/routers/agency_emd_workspaces.py;backend/routers/platform_emd_workspaces.py,agencies;emd_workspaces,collection(;Database,EmdWorkspace;EmdWorkspaceCouponStatus;EmdWorkspaceCreate;EmdWorkspaceDocumentStatus;EmdWorkspaceStatus;EmdWorkspaceUpdate;new_id,provider,2,external markers are lexical and require manual interpretation
exception_engine_service,backend/services/exception_engine_service.py,value_at_path@13;normalized_list@25;condition_matches@31;ExceptionEngineService@68,1,3,backend/routers/platform_rules_services.py,,Database,,,1,external markers are lexical and require manual interpretation
feature_bundle_dependency_service,backend/services/feature_bundle_dependency_service.py,FeatureBundleDependencyService@27,14,0,backend/routers/agency_feature_bundle_dependencies.py;backend/routers/platform_feature_bundle_dependencies.py,agencies;agency_feature_bundle_rollout_plans;feature_bundle_dependencies,collection(;Database,FeatureBundleDependency;FeatureBundleDependencyCreate;FeatureBundleDependencyUpdate;new_id,provider,2,external markers are lexical and require manual interpretation
feature_bundle_rollout_approval_service,backend/services/feature_bundle_rollout_approval_service.py,FeatureBundleRolloutApprovalService@31,16,0,backend/routers/agency_feature_bundle_rollout_approvals.py;backend/routers/platform_feature_bundle_rollout_approvals.py,agencies;agency_feature_bundle_rollout_plans;feature_bundle_rollout_approval_notes;feature_bundle_rollout_approvals,collection(;Database,FeatureBundleRolloutApproval;FeatureBundleRolloutApprovalCreate;FeatureBundleRolloutApprovalNote;FeatureBundleRolloutApprovalNoteCreate;FeatureBundleRolloutApprovalSummary;FeatureBundleRolloutApprovalTimelineEntry;FeatureBundleRolloutApprovalUpdate;new_id,provider,2,external markers are lexical and require manual interpretation
feature_bundle_rollout_change_request_service,backend/services/feature_bundle_rollout_change_request_service.py,FeatureBundleRolloutChangeRequestService@34,14,0,backend/routers/agency_feature_bundle_rollout_change_requests.py;backend/routers/platform_feature_bundle_rollout_change_requests.py,agencies;agency_feature_bundle_rollout_plans;agency_feature_flags;feature_bundle_rollout_change_requests,collection(;Database,FeatureBundleRolloutChangeRequest;FeatureBundleRolloutChangeRequestCreate;FeatureBundleRolloutChangeRequestUpdate;new_id,requests.;provider,2,external markers are lexical and require manual interpretation
feature_bundle_rollout_decision_service,backend/services/feature_bundle_rollout_decision_service.py,FeatureBundleRolloutDecisionService@41,14,0,backend/routers/agency_feature_bundle_rollout_decisions.py;backend/routers/platform_feature_bundle_rollout_decisions.py,agencies;agency_feature_bundle_rollout_plans;feature_bundle_rollout_decisions;feature_bundle_rollout_timeline_entries,collection(;Database,FeatureBundleRolloutDecision;FeatureBundleRolloutDecisionCreate;FeatureBundleRolloutDecisionUpdate;new_id,provider,2,external markers are lexical and require manual interpretation
feature_bundle_rollout_issue_service,backend/services/feature_bundle_rollout_issue_service.py,FeatureBundleRolloutIssueService@30,14,0,backend/routers/agency_feature_bundle_rollout_issues.py;backend/routers/platform_feature_bundle_rollout_issues.py,agencies;agency_feature_bundle_rollout_plans;feature_bundle_rollout_approvals;feature_bundle_rollout_issues,collection(;Database,FeatureBundleRolloutIssue;FeatureBundleRolloutIssueCreate;FeatureBundleRolloutIssueUpdate;new_id,provider,2,external markers are lexical and require manual interpretation
feature_bundle_rollout_plan_service,backend/services/feature_bundle_rollout_plan_service.py,FeatureBundleRolloutPlanService@27,12,0,backend/routers/agency_feature_bundle_rollout_plans.py;backend/routers/platform_feature_bundle_rollout_plans.py,agencies;agency_feature_bundle_assignments;agency_feature_bundle_rollout_plans;agency_feature_bundle_rollout_readiness,collection(;Database,FeatureBundleRolloutPlan;FeatureBundleRolloutPlanCreate;FeatureBundleRolloutPlanUpdate;new_id,provider,2,external markers are lexical and require manual interpretation
feature_bundle_rollout_readiness_service,backend/services/feature_bundle_rollout_readiness_service.py,FeatureBundleRolloutReadinessService@25,9,0,backend/routers/agency_feature_bundle_rollout_readiness.py;backend/routers/platform_feature_bundle_rollout_readiness.py,agencies;agency_feature_bundle_assignments;agency_feature_bundle_rollout_readiness,collection(;Database,FeatureBundleRolloutChecklistItem;FeatureBundleRolloutReadiness;now_utc,provider,2,external markers are lexical and require manual interpretation
feature_bundle_rollout_risk_service,backend/services/feature_bundle_rollout_risk_service.py,FeatureBundleRolloutRiskService@29,14,0,backend/routers/agency_feature_bundle_rollout_risks.py;backend/routers/platform_feature_bundle_rollout_risks.py,agencies;agency_feature_bundle_rollout_plans;feature_bundle_rollout_risks,collection(;Database,FeatureBundleRolloutRisk;FeatureBundleRolloutRiskCreate;FeatureBundleRolloutRiskUpdate;new_id,provider,2,external markers are lexical and require manual interpretation
feature_bundle_rollout_rollback_plan_service,backend/services/feature_bundle_rollout_rollback_plan_service.py,FeatureBundleRolloutRollbackPlanService@45,14,0,backend/routers/agency_feature_bundle_rollout_rollback_plans.py;backend/routers/platform_feature_bundle_rollout_rollback_plans.py,agencies;agency_feature_bundle_rollout_plans;agency_feature_flags;feature_bundle_rollout_rollback_plans,collection(;Database,FeatureBundleRolloutRollbackPlan;FeatureBundleRolloutRollbackPlanCreate;FeatureBundleRolloutRollbackPlanUpdate;new_id,provider,2,external markers are lexical and require manual interpretation
feature_bundle_rollout_schedule_service,backend/services/feature_bundle_rollout_schedule_service.py,FeatureBundleRolloutScheduleService@27,12,0,backend/routers/agency_feature_bundle_rollout_schedule.py;backend/routers/platform_feature_bundle_rollout_schedule.py,agencies;agency_feature_bundle_rollout_plans;feature_bundle_rollout_approvals;feature_bundle_rollout_schedules,collection(;Database,FeatureBundleRolloutSchedule;FeatureBundleRolloutScheduleCreate;FeatureBundleRolloutScheduleUpdate;new_id,,2,external markers are lexical and require manual interpretation
feature_bundle_rollout_summary_pack_service,backend/services/feature_bundle_rollout_summary_pack_service.py,FeatureBundleRolloutSummaryPackService@37,14,0,backend/routers/agency_feature_bundle_rollout_summary_packs.py;backend/routers/platform_feature_bundle_rollout_summary_packs.py,agencies;agency_feature_bundle_rollout_plans;feature_bundle_rollout_summary_packs,collection(;Database,FeatureBundleRolloutSummaryPack;FeatureBundleRolloutSummaryPackCreate;FeatureBundleRolloutSummaryPackUpdate;new_id,provider,2,external markers are lexical and require manual interpretation
feature_bundle_rollout_timeline_service,backend/services/feature_bundle_rollout_timeline_service.py,FeatureBundleRolloutTimelineService@51,12,0,backend/routers/agency_feature_bundle_rollout_timeline.py;backend/routers/platform_feature_bundle_rollout_timeline.py,agencies;agency_feature_bundle_rollout_plans;feature_bundle_rollout_timeline_entries,collection(;Database,FeatureBundleRolloutActor;FeatureBundleRolloutTimelineEntry;FeatureBundleRolloutTimelineEntryCreate;new_id,provider,2,external markers are lexical and require manual interpretation
file_storage_service,backend/services/file_storage_service.py,storage_root@12;safe_storage_segment@18;compute_checksum@22;resolve_storage_key@26;save_export_bytes@34;get_export_bytes@53;delete_or_archive_export@83,0,7,backend/routers/documents.py,,,,,1,external markers are lexical and require manual interpretation
final_stabilization_pilot_release_gate_service,backend/services/final_stabilization_pilot_release_gate_service.py,ReleaseDimensionDefinition@30;utc_now@213;runtime_repository_evidence@217;validate_pilot_fixture_reference@231;FinalStabilizationPilotReleaseGateService@235;default_release_assessment@395;release_gate_readiness_metadata@403;sign_off_schema@438;foundation_evidence_summary@453,1,7,backend/routers/platform_final_stabilization_pilot_release_gate.py,,,PilotReleaseAssessment;PilotReleaseDimension;PilotReleaseEvidence;PilotReleaseProductionEvidence,provider,1,external markers are lexical and require manual interpretation
flight_workspace_service,backend/services/flight_workspace_service.py,FlightWorkspaceService@19,14,0,backend/routers/agency_flight_workspaces.py;backend/routers/platform_flight_workspaces.py,agencies;flight_workspaces;operational_travel_workspaces,collection(;Database,FlightWorkspace;FlightWorkspaceCreate;FlightWorkspaceUpdate;new_id,provider,2,external markers are lexical and require manual interpretation
form_profile_service,backend/services/form_profile_service.py,safe_global_field_definition@87;safe_form_profile@91;safe_field_setting@95;audit_form_profile_event@104;bootstrap_global_field_definitions@109;ensure_default_form_profiles@124;field_safe_for_context@138;setting_section_key@148;locked_reason@152;get_profile_or_404@162;default_profile_for_context@169;effective_field@177;effective_custom_field@216;resolve_effective_form_profile@246;validate_field_setting@267;replace_form_field_settings@293,0,16,backend/routers/form_profiles.py,agency_form_field_settings;agency_form_profiles;audit_events;global_field_definitions,collection(;Database,AgencyFormFieldSetting;AgencyFormFieldSettingInput;AgencyFormProfile;AuditEvent;GlobalFieldDefinition;now_utc,,1,external markers are lexical and require manual interpretation
gds_parser_service,backend/services/gds_parser_service.py,GdsParserService@139,18,0,backend/routers/agency_gds_parser.py;backend/routers/platform_gds_parser.py,booking_import_drafts;gds_parse_corrections;gds_parse_training_samples;gds_parsed_entities;gds_parser_evaluation_runs;gds_parser_profiles;gds_parser_runs;gds_parser_versions,collection(;Database,BookingImportParserStatus;GdsInputFormat;GdsParseCorrection;GdsParseCorrectionType;GdsParseSample;GdsParseSampleDifficulty;GdsParseSampleMode;GdsParseSampleRedactionStatus;GdsParseSampleScope;GdsParseSampleSource;GdsParseSampleStatus;GdsParsedEntity;GdsParsedEntityStatus;GdsParsedEntityType;GdsParserEvaluationRun;GdsParserEvaluationStatus;GdsParserProfile;GdsParserRun;GdsParserRunStatus;GdsParserStrategy;GdsParserVersion;GdsParserVersionStatus;GdsProviderFamily,provider,2,external markers are lexical and require manual interpretation
intelligent_offer_builder_service,backend/services/intelligent_offer_builder_service.py,IntelligentOfferBuilderError@27;IntelligentOfferBuilderService@31,14,0,backend/routers/agency_intelligent_offer_builder.py;backend/routers/platform_intelligent_offer_builder.py,intelligent_offer_builder_packages,collection(;Database,IntelligentOfferBuilderPackage;IntelligentOfferBuilderPackageCreate;IntelligentOfferBuilderPackageUpdate,provider,2,external markers are lexical and require manual interpretation
interline_codeshare_intelligence_service,backend/services/interline_codeshare_intelligence_service.py,InterlineCodeshareIntelligenceError@105;payload_dict@109;InterlineCodeshareIntelligenceService@115,10,1,backend/routers/agency_interline_codeshare_intelligence.py;backend/routers/platform_interline_codeshare_intelligence.py,airline_baggage_responsibility_rules;airline_carrier_relationships;airline_codeshare_rules;airline_emd_interline_rules;airline_interline_agreement_profiles;airline_interline_agreements;airline_interline_emd_rules;airline_operating_carrier_policy_rules;airline_service_responsibility_rules;airline_through_check_rules;airline_validating_carrier_rules;audit_events,collection(;Database,AirlineBaggageResponsibilityRule;AirlineCarrierRelationship;AirlineCodeshareRule;AirlineInterlineAgreementProfile;AirlineInterlineEmdRule;AirlineOperatingCarrierPolicyRule;AirlineServiceResponsibilityRule;AirlineThroughCheckRule;AirlineValidatingCarrierRule;AuditEvent,provider,2,external markers are lexical and require manual interpretation
journey_comparison_client_presentation_service,backend/services/journey_comparison_client_presentation_service.py,JourneyComparisonPresentationError@121;FinalizedJourneyPresentationSnapshotError@125;payload_dict@129;JourneyComparisonClientPresentationService@135,32,1,backend/routers/agency_journey_comparison_presentations.py;backend/routers/platform_journey_comparison_presentations.py,audit_logs;journey_comparison_connection_projections;journey_comparison_dimensions;journey_comparison_fare_brand_projections;journey_comparison_option_projections;journey_comparison_presentation_configurations;journey_comparison_presentations;journey_comparison_results;journey_comparison_segment_projections;journey_comparison_service_suitability_projections;journey_presentation_content_blocks;journey_presentation_handoffs;journey_presentation_reviews;journey_presentation_snapshots;journey_representations;journey_service_presentations,collection(;Database,JourneyComparisonConnectionProjection;JourneyComparisonDimension;JourneyComparisonFareBrandProjection;JourneyComparisonOptionProjection;JourneyComparisonPresentation;JourneyComparisonResult;JourneyComparisonSegmentProjection;JourneyComparisonServiceSuitabilityProjection;JourneyPresentationConfiguration;JourneyPresentationContentBlock;JourneyPresentationHandoff;JourneyPresentationReview;JourneyPresentationSnapshot,provider,2,external markers are lexical and require manual interpretation
journey_option_fare_brand_composition_service,backend/services/journey_option_fare_brand_composition_service.py,JourneyOptionCompositionError@85;FinalizedCompositionSnapshotError@89;payload_dict@93;JourneyOptionFareBrandCompositionService@99,43,1,backend/routers/agency_journey_option_composition.py;backend/routers/platform_journey_option_composition.py,airline_contact_directory_entries;airline_fare_families;audit_logs;journey_authoring_applications;journey_authoring_sessions;journey_commercial_price_breakdowns;journey_fare_brand_choices;journey_itinerary_options;journey_option_alternatives;journey_option_comparison_profiles;journey_option_comparison_results;journey_option_composition_snapshots;journey_option_compositions;journey_option_metric_snapshots;journey_option_offer_handoffs;journey_option_segment_assignments;journey_option_service_assessments;journey_representations;journey_segment_representations;journey_service_presentations,collection(;Database,JourneyCommercialPriceBreakdown;JourneyFareBrandChoice;JourneyOptionAlternative;JourneyOptionComparisonProfile;JourneyOptionComparisonResult;JourneyOptionComposition;JourneyOptionCompositionSnapshot;JourneyOptionMetricSnapshot;JourneyOptionOfferHandoff;JourneyOptionSegmentAssignment;JourneyOptionServiceAssessment,provider,2,external markers are lexical and require manual interpretation
journey_segment_authoring_service,backend/services/journey_segment_authoring_service.py,JourneyAuthoringError@104;FinalizedJourneyMutationError@108;JourneySegmentAuthoringService@112,37,0,backend/routers/agency_journey_authoring.py;backend/routers/platform_journey_authoring.py,booking_import_drafts;gds_parsed_entities;gds_parser_runs;global_reference_records;journey_authoring_applications;journey_authoring_corrections;journey_authoring_sessions;journey_authoring_templates;journey_authoring_validations;journey_field_provenance;journey_import_sources;journey_itinerary_options;journey_segment_drafts;journey_segment_representations,collection(;Database,JourneyAuthoringApplication;JourneyAuthoringCorrection;JourneyAuthoringSession;JourneyAuthoringTemplate;JourneyAuthoringValidation;JourneyFieldProvenance;JourneyImportSource;JourneySegmentDraft;new_id,provider,2,external markers are lexical and require manual interpretation
knowledge_import_template_service,backend/services/knowledge_import_template_service.py,KnowledgeImportTemplateError@39;KnowledgeImportTemplateService@43,12,0,backend/routers/agency_knowledge_import_templates.py;backend/routers/platform_knowledge_import_templates.py,knowledge_import_templates,collection(;Database,KnowledgeImportTemplate;KnowledgeImportTemplateCreate;KnowledgeImportTemplateUpdate,httpx;requests.;provider,2,external markers are lexical and require manual interpretation
knowledge_population_toolkit_service,backend/services/knowledge_population_toolkit_service.py,KnowledgePopulationToolkitError@32;KnowledgePopulationToolkitService@36,12,0,backend/routers/agency_knowledge_population_toolkit.py;backend/routers/platform_knowledge_population_toolkit.py,knowledge_population_toolkits,collection(;Database,KnowledgePopulationToolkit;KnowledgePopulationToolkitCreate;KnowledgePopulationToolkitUpdate,provider,2,external markers are lexical and require manual interpretation
knowledge_quality_assurance_service,backend/services/knowledge_quality_assurance_service.py,KnowledgeQualityAssuranceError@50;KnowledgeQualityAssuranceService@54,12,0,backend/routers/agency_knowledge_quality_assurance.py;backend/routers/platform_knowledge_quality_assurance.py,knowledge_quality_assurance_reviews,collection(;Database,KnowledgeQualityAssuranceReview;KnowledgeQualityAssuranceReviewCreate;KnowledgeQualityAssuranceReviewUpdate,provider,2,external markers are lexical and require manual interpretation
offer_acceptance_service,backend/services/offer_acceptance_service.py,OfferAcceptanceService@105,8,0,backend/routers/agency_offer_acceptance.py,booking_readiness_packages;offer_acceptances;offer_options;offer_workspaces;passenger_service_requests;request_passenger_segment_services;request_passengers;requested_services;trip_accepted_offer_snapshots;trip_passengers;trip_service_items,collection(;Database,BookingProviderTarget;BookingReadinessPackage;BookingReadinessStatus;OfferAcceptance;OfferAcceptanceCreate;OfferAcceptanceStatus;OfferOptionStatus;OfferWorkspaceStatus;TripAcceptedOfferSnapshot,provider,1,external markers are lexical and require manual interpretation
offer_builder_service,backend/services/offer_builder_service.py,clean_update_payload@33;write_offer_builder_audit@59;OfferBuilderService@81,20,2,backend/routers/agency_intelligent_offer_builder.py;backend/routers/agency_offer_builder.py;backend/routers/platform_intelligent_offer_builder.py,audit_events;offer_builder_segments;offer_comparison_snapshots;offer_fare_bundles;offer_options;offer_pricing_lines;offer_routing_options;offer_workspaces;passenger_service_requests;requested_services;travel_requests;trip_dossiers;trip_service_items,collection(;Database,AuditEvent;OfferBuilderPricingLineType;OfferBuilderSegment;OfferBuilderSegmentCreate;OfferFareBundle;OfferFareBundleCreate;OfferOption;OfferOptionCreate;OfferOptionStatus;OfferOptionUpdate;OfferPricingLine;OfferPricingLineCreate;OfferRoutingOption;OfferRoutingOptionCreate;OfferWorkspace;OfferWorkspaceCreate;OfferWorkspaceUpdate,requests.,3,external markers are lexical and require manual interpretation
offer_comparison_service,backend/services/offer_comparison_service.py,OfferComparisonService@37,3,0,backend/routers/agency_offer_builder.py,offer_comparison_snapshots;offer_options;offer_workspaces,collection(;Database,OfferComparisonSnapshot;OfferOptionStatus,,1,external markers are lexical and require manual interpretation
offer_decision_explanation_service,backend/services/offer_decision_explanation_service.py,payload_dict@42;enum_value@48;actor_from_user@52;OfferDecisionExplanationService@58,16,3,backend/routers/agency_offer_decision_explanations.py;backend/routers/platform_offer_decision_explanations.py,offer_decision_acknowledgements;offer_decision_audit_snapshots;offer_decision_evidence_references;offer_decision_explanations;offer_decision_pack_evidence;offer_decision_pack_review_notes;offer_decision_pack_warnings;offer_decision_packs;offer_decision_reasons;offer_decision_timeline_events,collection(;Database,OfferDecisionAcknowledgement;OfferDecisionAcknowledgementCreate;OfferDecisionActorType;OfferDecisionAuditSnapshot;OfferDecisionAuditSnapshotCreate;OfferDecisionEvidenceReference;OfferDecisionEvidenceReferenceType;OfferDecisionExplanation;OfferDecisionExplanationCreate;OfferDecisionExplanationUpdate;OfferDecisionReason;OfferDecisionReasonCreate;OfferDecisionReasonUpdate;OfferDecisionTimelineEvent;OfferDecisionTimelineEventCreate;OfferDecisionTimelineEventType;now_utc,provider,2,external markers are lexical and require manual interpretation
offer_decision_export_audit_review_service,backend/services/offer_decision_export_audit_review_service.py,OfferDecisionExportAuditReviewService@48,14,0,backend/routers/agency_offer_decision_export_audit_reviews.py;backend/routers/platform_offer_decision_export_audit_reviews.py,offer_decision_audit_snapshots;offer_decision_explanations;offer_decision_export_audit_review_checklist_items;offer_decision_export_audit_review_findings;offer_decision_export_audit_review_snapshots;offer_decision_export_audit_reviews;offer_decision_export_delivery_handoffs;offer_decision_export_delivery_issues;offer_decision_export_delivery_outcome_events;offer_decision_export_delivery_outcome_snapshots;offer_decision_export_delivery_outcomes;offer_decision_export_delivery_receipts;offer_decision_export_delivery_snapshots;offer_decision_export_preview_snapshots;offer_decision_export_previews;offer_decision_export_release_readiness;offer_decision_export_release_snapshots;offer_decision_exports;offer_decision_pack_snapshots;offer_decision_packs,collection(;Database,OfferDecisionExportAuditReview;OfferDecisionExportAuditReviewChecklistItem;OfferDecisionExportAuditReviewChecklistItemCreateRequest;OfferDecisionExportAuditReviewChecklistItemUpdateRequest;OfferDecisionExportAuditReviewCreateRequest;OfferDecisionExportAuditReviewFinding;OfferDecisionExportAuditReviewFindingCreateRequest;OfferDecisionExportAuditReviewFindingUpdateRequest;OfferDecisionExportAuditReviewSnapshot;OfferDecisionExportAuditReviewSnapshotCreateRequest;OfferDecisionExportAuditReviewStatusUpdateRequest;now_utc,provider,2,external markers are lexical and require manual interpretation
offer_decision_export_compliance_service,backend/services/offer_decision_export_compliance_service.py,OfferDecisionExportComplianceService@44,20,0,backend/routers/agency_offer_decision_export_compliance.py;backend/routers/platform_offer_decision_export_compliance.py,offer_decision_export_audit_reviews;offer_decision_export_compliance_checks;offer_decision_export_compliance_evidence;offer_decision_export_compliance_exceptions;offer_decision_export_compliance_requirements;offer_decision_export_compliance_results;offer_decision_export_compliance_snapshots;offer_decision_export_delivery_outcomes;offer_decision_export_governance_records;offer_decision_exports,collection(;Database,OfferDecisionExportComplianceCheck;OfferDecisionExportComplianceCheckCreateRequest;OfferDecisionExportComplianceCheckUpdateRequest;OfferDecisionExportComplianceEvidence;OfferDecisionExportComplianceEvidenceCreateRequest;OfferDecisionExportComplianceEvidenceUpdateRequest;OfferDecisionExportComplianceException;OfferDecisionExportComplianceExceptionCreateRequest;OfferDecisionExportComplianceExceptionUpdateRequest;OfferDecisionExportComplianceRequirement;OfferDecisionExportComplianceRequirementCreateRequest;OfferDecisionExportComplianceRequirementUpdateRequest;OfferDecisionExportComplianceResult;OfferDecisionExportComplianceResultCreateRequest;OfferDecisionExportComplianceResultUpdateRequest;OfferDecisionExportComplianceSnapshot;OfferDecisionExportComplianceSnapshotCreateRequest;now_utc,provider,2,external markers are lexical and require manual interpretation
offer_decision_export_delivery_outcome_service,backend/services/offer_decision_export_delivery_outcome_service.py,OfferDecisionExportDeliveryOutcomeService@34,15,0,backend/routers/agency_offer_decision_export_delivery_outcomes.py;backend/routers/platform_offer_decision_export_delivery_outcomes.py,offer_decision_export_delivery_handoffs;offer_decision_export_delivery_issues;offer_decision_export_delivery_outcome_events;offer_decision_export_delivery_outcome_snapshots;offer_decision_export_delivery_outcomes;offer_decision_export_delivery_receipts,collection(;Database,OfferDecisionExportDeliveryIssue;OfferDecisionExportDeliveryIssueCreateRequest;OfferDecisionExportDeliveryIssueUpdateRequest;OfferDecisionExportDeliveryOutcome;OfferDecisionExportDeliveryOutcomeCreateRequest;OfferDecisionExportDeliveryOutcomeEvent;OfferDecisionExportDeliveryOutcomeEventCreateRequest;OfferDecisionExportDeliveryOutcomeSnapshot;OfferDecisionExportDeliveryOutcomeSnapshotCreateRequest;OfferDecisionExportDeliveryOutcomeUpdateRequest;OfferDecisionExportDeliveryReceipt;OfferDecisionExportDeliveryReceiptCreateRequest;now_utc,provider,2,external markers are lexical and require manual interpretation
offer_decision_export_delivery_service,backend/services/offer_decision_export_delivery_service.py,payload_dict@39;enum_value@45;actor_from_user@49;OfferDecisionExportDeliveryService@55,16,3,backend/routers/agency_offer_decision_export_deliveries.py;backend/routers/platform_offer_decision_export_deliveries.py,offer_decision_export_approvals;offer_decision_export_artifacts;offer_decision_export_delivery_attachments;offer_decision_export_delivery_handoffs;offer_decision_export_delivery_instructions;offer_decision_export_delivery_recipients;offer_decision_export_delivery_snapshots;offer_decision_export_previews;offer_decision_export_release_readiness;offer_decision_exports,collection(;Database,OfferDecisionExportDeliveryAttachment;OfferDecisionExportDeliveryAttachmentCreateRequest;OfferDecisionExportDeliveryHandoff;OfferDecisionExportDeliveryHandoffCreateRequest;OfferDecisionExportDeliveryHandoffStatusUpdateRequest;OfferDecisionExportDeliveryInstruction;OfferDecisionExportDeliveryInstructionCompletionRequest;OfferDecisionExportDeliveryInstructionCreateRequest;OfferDecisionExportDeliveryRecipient;OfferDecisionExportDeliveryRecipientCreateRequest;OfferDecisionExportDeliveryRecipientStatusUpdateRequest;OfferDecisionExportDeliverySnapshot;OfferDecisionExportDeliverySnapshotCreateRequest;now_utc,provider,2,external markers are lexical and require manual interpretation
