record_kind,path,route_pattern,registration_kind,page_component,source_file,line,page_file,layout,role_or_surface,module_catalog_label,module_catalog_file,navigation,api_client_calls,backend_support,notes
route,/agency/trip-workspaces,/agency/trip-workspaces,route_map,TripWorkspacesPage,frontend/src/App.jsx,424,frontend/src/pages/agency/TripWorkspacesPage.jsx,AgencyLayout;ProtectedRoute,agency,Trip Workspaces,frontend/src/lib/moduleCatalog.js,agency:Daily Work:visible,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/trip-workspaces${query};/api/agencies/${context.agency.id}/trip-workspaces/summary;/api/auth/me,matched_static_backend_shape,
route,/agency/trips,/agency/trips,route_map,TripsPage,frontend/src/App.jsx,516,frontend/src/pages/agency/TripsPage.jsx,AgencyLayout;ProtectedRoute,agency,Trips,frontend/src/lib/moduleCatalog.js,"agency:Requests, Offers & Trips:visible",/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/trips;/api/auth/me,matched_static_backend_shape,
route,/agency/trips,/agency/trips,ordered_exact_match,TripsPage,frontend/src/App.jsx,741,frontend/src/pages/agency/TripsPage.jsx,AgencyLayout;ProtectedRoute,agency,Trips,frontend/src/lib/moduleCatalog.js,"agency:Requests, Offers & Trips:visible",/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/trips;/api/auth/me,matched_static_backend_shape,evaluated before route_map fallback
route,/agency/trips/new,/agency/trips/new,route_map,TripCreatePage,frontend/src/App.jsx,517,frontend/src/pages/agency/TripCreatePage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${state.agency.id}/trips;/api/auth/me,matched_static_backend_shape,
route,/agency/trips/{param1},^\/agency\/trips\/([^/]+)$,ordered_regex_match,TripDetailPage,frontend/src/App.jsx,591,frontend/src/pages/agency/TripDetailPage.jsx,AgencyLayout;ProtectedRoute,agency,,,contextual,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/booking-records/${bookingRecordId}/ticket-emd-readiness;/api/agencies/${context.agency.id}/booking-workspaces?trip_id=${encodeURIComponent(tripId)};/api/agencies/${context.agency.id}/emds?trip_id=${encodeURIComponent(tripId)};/api/agencies/${context.agency.id}/requests;/api/agencies/${context.agency.id}/tickets?trip_id=${encodeURIComponent(tripId)};/api/agencies/${context.agency.id}/trips/${tripId};/api/agencies/${context.agency.id}/trips/${tripId}/accepted-offer;/api/agencies/${context.agency.id}/trips/${tripId}/booking-readiness;/api/agencies/${context.agency.id}/trips/${tripId}/change-operations;/api/agencies/${state.agency.id}/booking-workspaces/from-readiness;/api/agencies/${state.agency.id}/emd-exchange-operations;/api/agencies/${state.agency.id}/offer-workspaces?trip_id=${encodeURIComponent(tripId)};/api/agencies/${state.agency.id}/ticket-exchange-operations;/api/agencies/${state.agency.id}/trip-change-operations/${operationId}/create-change-booking;/api/agencies/${state.agency.id}/trips/${tripId};/api/agencies/${state.agency.id}/trips/${tripId}/archive;/api/agencies/${state.agency.id}/trips/${tripId}/change-operations;/api/agencies/${state.agency.id}/trips/${tripId}/link-request/${form.link_request_id};/api/agencies/${state.agency.id}/trips/${tripId}/offer-workspace;/api/agencies/${state.agency.id}/trips/${tripId}/rebuild-summary;/api/agencies/${state.agency.id}/trips/${tripId}/unlink-request/${requestId};/api/auth/me,matched_static_backend_shape,evaluated before route_map fallback; path parameters normalized from regex
route,/agency/trips/{param1}/special-services,^\/agency\/trips\/([^/]+)\/special-services$,ordered_regex_match,SpecialServicesPage,frontend/src/App.jsx,596,frontend/src/pages/agency/SpecialServicesPage.jsx,AgencyLayout;ProtectedRoute,agency,,,contextual,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${agencyId}/requests/${requestId};/api/agencies/${agencyId}/requests/${requestId}/special-services;/api/agencies/${agencyId}/trips/${tripId};/api/agencies/${agencyId}/trips/${tripId}/special-services;/api/agencies/${state.agency.id}/special-services/${item.id}/evaluate;/api/agencies/${state.agency.id}/special-services/${item.id}/generate-ssr-osi;/api/agencies/${state.agency.id}/trips/${tripId}/generate-ssr-osi;/api/auth/me,matched_static_backend_shape,evaluated before route_map fallback; path parameters normalized from regex
route,/agency/website,/agency/website,route_map,WebsiteBuilderPage,frontend/src/App.jsx,450,frontend/src/pages/agency/WebsiteBuilderPage.jsx,AgencyLayout;ProtectedRoute,agency,Website / CMS,frontend/src/lib/moduleCatalog.js,agency:Website/CMS:visible,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/website;/api/agencies/${context.agency.id}/website/media;/api/agencies/${context.agency.id}/website/pages;/api/agencies/${state.agency.id}/website;/api/agencies/${state.agency.id}/website/pages;/api/agencies/${state.agency.id}/website/pages/${pageForm.id};/api/agencies/${state.agency.id}/website/pages/${pageForm.id}/archive;/api/agencies/${state.agency.id}/website/pages/${pageForm.id}/publish;/api/agencies/${state.agency.id}/website/publish;/api/agencies/${state.agency.id}/website/unpublish;/api/auth/me,matched_static_backend_shape,
route,/agency/website/media,/agency/website/media,route_map,WebsiteMediaLibraryPage,frontend/src/App.jsx,451,frontend/src/pages/agency/WebsiteMediaLibraryPage.jsx,AgencyLayout;ProtectedRoute,agency,CMS Media,frontend/src/lib/moduleCatalog.js,agency:Website/CMS:visible,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/website/media;/api/agencies/${state.agency.id}/website/media;/api/agencies/${state.agency.id}/website/media/${asset.id};/api/auth/me,matched_static_backend_shape,
route,/agency/work-queue,/agency/work-queue,route_map,AgentWorkQueuePage,frontend/src/App.jsx,438,frontend/src/pages/agency/AgentWorkQueuePage.jsx,AgencyLayout;ProtectedRoute,agency,Agent Work Queue,frontend/src/lib/moduleCatalog.js,agency:Daily Work:visible,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/work-queue${query};/api/agencies/${state.agency.id}/work-queue/work-items/${workItemId}/${name};/api/agencies/${state.agency.id}/work-queue/work-items/bulk-assign;/api/agencies/${state.agency.id}/work-queue/work-items/sync;/api/auth/me,partial_static_match:6_matched:1_unresolved,
route,/agency/workflow-engine,/agency/workflow-engine,route_map,WorkflowEnginePage,frontend/src/App.jsx,446,frontend/src/pages/agency/WorkflowEnginePage.jsx,AgencyLayout;ProtectedRoute,agency,Workflow Engine,frontend/src/lib/moduleCatalog.js,agency:Daily Work:visible,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/passenger-service-workflows${query};/api/agencies/${context.agency.id}/passenger-service-workflows/summary;/api/auth/me,matched_static_backend_shape,
route,/agency/workflow-maturity,/agency/workflow-maturity,route_map,AgencyWorkflowMaturityPage,frontend/src/App.jsx,445,frontend/src/pages/agency/WorkflowMaturityPage.jsx,AgencyLayout;ProtectedRoute,agency,Workflow Maturity;Workflow Maturity,frontend/src/lib/moduleCatalog.js,"agency:Daily Work:visible;agency:Requests, Offers & Trips:visible",/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/workflow-maturity;/api/agencies/${state.agency.id}/workflow-maturity/test-runs;/api/auth/me,matched_static_backend_shape,
route,/invite/accept,/invite/accept,route_map,InviteAcceptPage,frontend/src/App.jsx,289,frontend/src/pages/auth/InviteAcceptPage.jsx,,public,,,,/api/auth/invitations/accept;/api/auth/invitations/validate?token=${encodeURIComponent(token)},matched_static_backend_shape,
route,/login,/login,route_map,LoginPage,frontend/src/App.jsx,290,frontend/src/pages/auth/LoginPage.jsx,PublicLayout,public,,,,/api/auth/invitations/accept;/api/auth/login,matched_static_backend_shape,
route,/platform,/platform,route_map,PlatformDashboardPage,frontend/src/App.jsx,291,frontend/src/pages/platform/PlatformDashboardPage.jsx,PlatformLayout;ProtectedRoute,platform,Platform Console;Readiness,frontend/src/lib/moduleCatalog.js,platform:SaaS & Agencies:visible;platform:System Readiness:visible,/api/platform/summary,matched_static_backend_shape,
route,/platform/after-sales,/platform/after-sales,route_map,PlatformAfterSalesDiagnosticsPage,frontend/src/App.jsx,332,frontend/src/pages/platform/AfterSalesDiagnosticsPage.jsx,PlatformLayout;ProtectedRoute,platform,After-Sales Workflows,frontend/src/lib/moduleCatalog.js,platform:SaaS & Agencies:visible,/api/agencies;/api/auth/me;/api/platform/after-sales${query},matched_static_backend_shape,
route,/platform/agencies,/platform/agencies,route_map,PlatformAgenciesPage,frontend/src/App.jsx,338,frontend/src/pages/platform/PlatformAgenciesPage.jsx,PlatformLayout;ProtectedRoute,platform,Agencies,frontend/src/lib/moduleCatalog.js,platform:SaaS & Agencies:visible,/api/agencies;/api/platform/summary,matched_static_backend_shape,
route,/platform/agencies/{param1},^\/platform\/agencies\/([^/]+)$,ordered_regex_match,PlatformAgencyDetailPage,frontend/src/App.jsx,671,frontend/src/pages/platform/PlatformAgencyDetailPage.jsx,PlatformLayout;ProtectedRoute,platform,,,contextual,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${agencyId};/api/agencies/${agencyId}/staff;/api/agencies/${agencyId}/staff/invitations;/api/agencies/${agencyId}/staff/invitations/${invitationId}/revoke;/api/agencies/${agencyId}/workspaces;/api/auth/me;/api/platform/summary,matched_static_backend_shape,evaluated before route_map fallback; path parameters normalized from regex
route,/platform/airline-capability-matrix,/platform/airline-capability-matrix,route_map,AirlineCapabilityMatrixPage,frontend/src/App.jsx,360,frontend/src/pages/platform/AirlineCapabilityMatrixPage.jsx,PlatformLayout;ProtectedRoute,platform,Airline Capability Matrix,frontend/src/lib/moduleCatalog.js,platform:Airline Intelligence Governance:visible,/api/agencies;/api/auth/me;/api/platform/airline-capability-matrix${query},matched_static_backend_shape,
route,/platform/airline-contact-intelligence,/platform/airline-contact-intelligence,route_map,PlatformAirlineContactIntelligencePage,frontend/src/App.jsx,348,frontend/src/pages/platform/AirlineContactIntelligencePage.jsx,PlatformLayout;ProtectedRoute,platform,Airline Contact Intelligence,frontend/src/lib/moduleCatalog.js,platform:Airline Intelligence Governance:visible,/api/platform/airline-contact-intelligence${params.size?;/api/platform/airline-contact-intelligence/contacts;/api/platform/summary,partial_static_match:2_matched:1_unresolved,
route,/platform/airline-distribution-capabilities,/platform/airline-distribution-capabilities,route_map,PlatformAirlineDistributionCapabilitiesPage,frontend/src/App.jsx,345,frontend/src/pages/platform/AirlineDistributionCapabilitiesPage.jsx,PlatformLayout;ProtectedRoute,platform,Distribution Capabilities,frontend/src/lib/moduleCatalog.js,platform:Airline Intelligence Governance:visible,/api/platform/airline-distribution-capabilities${query};/api/platform/summary,matched_static_backend_shape,
route,/platform/airline-evidence,/platform/airline-evidence,route_map,PlatformAirlineEvidencePage,frontend/src/App.jsx,342,frontend/src/pages/platform/AirlineEvidencePage.jsx,PlatformLayout;ProtectedRoute,platform,Airline Evidence,frontend/src/lib/moduleCatalog.js,platform:Airline Intelligence Governance:visible,/api/platform/airline-evidence;/api/platform/airline-evidence/artifacts;/api/platform/airline-evidence/assertions;/api/platform/airline-evidence/conflicts/${conflict.id};/api/platform/airline-evidence/sources;/api/platform/summary,matched_static_backend_shape,
route,/platform/airline-intelligence-agency-consumption,/platform/airline-intelligence-agency-consumption,route_map,PlatformAirlineIntelligenceAgencyConsumptionPage,frontend/src/App.jsx,353,frontend/src/pages/platform/AirlineIntelligenceAgencyConsumptionPage.jsx,PlatformLayout;ProtectedRoute,platform,Agency Consumption,frontend/src/lib/moduleCatalog.js,platform:Airline Intelligence Governance:visible,/api/agencies;/api/auth/me;/api/platform/airline-intelligence-agency-consumption;/api/platform/airline-intelligence-knowledge-versions,matched_static_backend_shape,
route,/platform/airline-intelligence-data-pack-reviews,/platform/airline-intelligence-data-pack-reviews,route_map,AirlineIntelligenceDataPackReviewsPage,frontend/src/App.jsx,351,frontend/src/pages/platform/AirlineIntelligenceDataPackReviewsPage.jsx,PlatformLayout;ProtectedRoute,platform,Data Pack Reviews,frontend/src/lib/moduleCatalog.js,platform:Airline Intelligence Governance:visible,/api/auth/me;/api/platform/airline-intelligence-data-pack-reviews;/api/platform/airline-intelligence-data-packs,matched_static_backend_shape,
route,/platform/airline-intelligence-data-packs,/platform/airline-intelligence-data-packs,route_map,AirlineIntelligenceDataPacksPage,frontend/src/App.jsx,350,frontend/src/pages/platform/AirlineIntelligenceDataPacksPage.jsx,PlatformLayout;ProtectedRoute,platform,Airline Data Packs,frontend/src/lib/moduleCatalog.js,platform:Airline Intelligence Governance:visible,/api/auth/me;/api/platform/airline-intelligence-data-packs,matched_static_backend_shape,
route,/platform/airline-intelligence-knowledge-versions,/platform/airline-intelligence-knowledge-versions,route_map,PlatformAirlineIntelligenceKnowledgeVersionsPage,frontend/src/App.jsx,352,frontend/src/pages/platform/AirlineIntelligenceKnowledgeVersionsPage.jsx,PlatformLayout;ProtectedRoute,platform,Knowledge Versions,frontend/src/lib/moduleCatalog.js,platform:Airline Intelligence Governance:visible,/api/auth/me;/api/platform/airline-intelligence-data-pack-reviews;/api/platform/airline-intelligence-data-packs;/api/platform/airline-intelligence-knowledge-versions,matched_static_backend_shape,
route,/platform/airline-intelligence-readiness,/platform/airline-intelligence-readiness,route_map,PlatformAirlineIntelligenceReadinessPage,frontend/src/App.jsx,349,frontend/src/pages/platform/AirlineIntelligenceReadinessPage.jsx,PlatformLayout;ProtectedRoute,platform,Airline Intelligence Readiness,frontend/src/lib/moduleCatalog.js,platform:Airline Intelligence Governance:visible,/api/auth/me;/api/platform/airline-intelligence-readiness;/api/platform/airline-intelligence-readiness/assessments/run;/api/platform/airline-intelligence-readiness/population-waves;/api/platform/airline-intelligence-readiness/release-candidates,matched_static_backend_shape,
route,/platform/airline-knowledge-acquisition,/platform/airline-knowledge-acquisition,route_map,AirlineKnowledgeAcquisitionPage,frontend/src/App.jsx,355,frontend/src/pages/platform/AirlineKnowledgeAcquisitionPage.jsx,PlatformLayout;ProtectedRoute,platform,Airline Knowledge Acquisition,frontend/src/lib/moduleCatalog.js,platform:Airline Intelligence Governance:visible,/api/agencies;/api/auth/me;/api/platform/airline-knowledge-acquisition${query},matched_static_backend_shape,
route,/platform/airline-knowledge-governance,/platform/airline-knowledge-governance,route_map,AirlineKnowledgeGovernancePage,frontend/src/App.jsx,358,frontend/src/pages/platform/AirlineKnowledgeGovernancePage.jsx,PlatformLayout;ProtectedRoute,platform,Knowledge Governance,frontend/src/lib/moduleCatalog.js,platform:Airline Intelligence Governance:visible,/api/agencies;/api/auth/me;/api/platform/airline-knowledge-governance${query},matched_static_backend_shape,
route,/platform/airline-knowledge-normalisation,/platform/airline-knowledge-normalisation,route_map,AirlineKnowledgeNormalisationPage,frontend/src/App.jsx,357,frontend/src/pages/platform/AirlineKnowledgeNormalisationPage.jsx,PlatformLayout;ProtectedRoute,platform,Airline Knowledge Normalisation,frontend/src/lib/moduleCatalog.js,platform:Airline Intelligence Governance:visible,/api/agencies;/api/auth/me;/api/platform/airline-knowledge-normalisation${query},matched_static_backend_shape,
route,/platform/airline-knowledge-releases,/platform/airline-knowledge-releases,route_map,AirlineKnowledgeGovernancePage,frontend/src/App.jsx,359,frontend/src/pages/platform/AirlineKnowledgeGovernancePage.jsx,PlatformLayout;ProtectedRoute,platform,Knowledge Releases,frontend/src/lib/moduleCatalog.js,platform:Airline Intelligence Governance:visible,/api/agencies;/api/auth/me;/api/platform/airline-knowledge-governance${query},matched_static_backend_shape,
route,/platform/airline-knowledge/{param1},^\/platform\/airline-knowledge\/([^/]+)$,ordered_regex_match,AirlineKnowledgeDetailPage,frontend/src/App.jsx,666,frontend/src/pages/platform/AirlineKnowledgeDetailPage.jsx,PlatformLayout;ProtectedRoute,platform,,,contextual,/api/platform/airline-knowledge/${knowledgeId};/api/platform/airline-knowledge/${knowledgeId}/archive;/api/platform/airline-knowledge/${knowledgeId}/publish;/api/platform/summary,matched_static_backend_shape,evaluated before route_map fallback; path parameters normalized from regex
route,/platform/airline-master-profiles,/platform/airline-master-profiles,route_map,AirlineMasterProfilesPage,frontend/src/App.jsx,341,frontend/src/pages/platform/AirlineMasterProfilesPage.jsx,PlatformLayout;ProtectedRoute,platform,Airline Master Profiles,frontend/src/lib/moduleCatalog.js,platform:Airline Intelligence Governance:visible,/api/platform/airline-master-profiles;/api/platform/airline-master-profiles${suffix};/api/platform/airline-master-profiles/${selectedId}/aliases;/api/platform/summary,matched_static_backend_shape,
route,/platform/airline-operational-intelligence,/platform/airline-operational-intelligence,route_map,AirlineOperationalIntelligencePage,frontend/src/App.jsx,354,frontend/src/pages/platform/AirlineOperationalIntelligencePage.jsx,PlatformLayout;ProtectedRoute,platform,Airline Operational Intelligence,frontend/src/lib/moduleCatalog.js,platform:Airline Intelligence Governance:visible,/api/auth/me;/api/platform/airline-operational-intelligence,matched_static_backend_shape,
route,/platform/airline-policy-ingestion,/platform/airline-policy-ingestion,route_map,AirlinePolicyIngestionPage,frontend/src/App.jsx,385,frontend/src/pages/platform/AirlinePolicyIngestionPage.jsx,PlatformLayout;ProtectedRoute,platform,Policy Ingestion,frontend/src/lib/moduleCatalog.js,platform:Airline Intelligence Governance:visible,/api/platform/airline-policy/approved-knowledge;/api/platform/airline-policy/promote-candidate;/api/platform/airline-policy/review-corrections;/api/platform/airline-policy/sources;/api/platform/airline-policy/sources/${selectedSource.id}/detect-sections;/api/platform/airline-policy/sources/${selectedSource.id}/extract;/api/platform/airline-policy/sources/${sourceId};/api/platform/summary,matched_static_backend_shape,
route,/platform/airline-recommendations,/platform/airline-recommendations,route_map,PlatformAirlineRecommendationsPage,frontend/src/App.jsx,363,frontend/src/pages/platform/AirlineRecommendationsPage.jsx,PlatformLayout;ProtectedRoute,platform,Airline Recommendations,frontend/src/lib/moduleCatalog.js,platform:Airline Intelligence Governance:visible,/api/agencies;/api/auth/me;/api/platform/airline-recommendations${query},matched_static_backend_shape,
route,/platform/airline-service-coverage,/platform/airline-service-coverage,route_map,PlatformAirlineServiceCoveragePage,frontend/src/App.jsx,344,frontend/src/pages/platform/AirlineServiceCoveragePage.jsx,PlatformLayout;ProtectedRoute,platform,Airline Service Coverage,frontend/src/lib/moduleCatalog.js,platform:Airline Intelligence Governance:visible,/api/platform/airline-service-coverage${query};/api/platform/airline-service-coverage/assessments;/api/platform/summary,matched_static_backend_shape,
route,/platform/airlines,/platform/airlines,route_map,AirlinesPage,frontend/src/App.jsx,340,frontend/src/pages/platform/AirlinesPage.jsx,PlatformLayout;ProtectedRoute,platform,Airlines / Knowledge,frontend/src/lib/moduleCatalog.js,platform:Airline Intelligence Governance:visible,/api/platform/airlines;/api/platform/airlines${query?;/api/platform/summary,matched_static_backend_shape,
route,/platform/airlines/{param1},^\/platform\/airlines\/([^/]+)$,ordered_regex_match,AirlineDetailPage,frontend/src/App.jsx,661,frontend/src/pages/platform/AirlineDetailPage.jsx,PlatformLayout;ProtectedRoute,platform,,,contextual,/api/platform/airline-knowledge/${id}/archive;/api/platform/airline-knowledge/${id}/publish;/api/platform/airline-sources;/api/platform/airlines/${airlineId};/api/platform/airlines/${airlineId}/emd-notes;/api/platform/airlines/${airlineId}/knowledge;/api/platform/airlines/${airlineId}/procedures;/api/platform/summary,matched_static_backend_shape,evaluated before route_map fallback; path parameters normalized from regex
route,/platform/ancillary-pricing,/platform/ancillary-pricing,route_map,PlatformAncillaryPricingPage,frontend/src/App.jsx,388,frontend/src/pages/platform/AncillaryPricingPage.jsx,PlatformLayout;ProtectedRoute,platform,Ancillary Pricing,frontend/src/lib/moduleCatalog.js,platform:Airline Intelligence Governance:visible,/api/platform/ancillary-pricing,matched_static_backend_shape,
route,/platform/blueprint,/platform/blueprint,route_map,PlatformBlueprintPage,frontend/src/App.jsx,339,frontend/src/pages/platform/PlatformBlueprintPage.jsx,PlatformLayout;ProtectedRoute,platform,Blueprint,frontend/src/lib/moduleCatalog.js,platform:SaaS & Agencies:visible,/api/platform/blueprint/adoption-map;/api/platform/blueprint/gaps;/api/platform/blueprint/next-phases;/api/platform/blueprint/route-policy;/api/platform/summary,matched_static_backend_shape,
route,/platform/booking-handoffs,/platform/booking-handoffs,route_map,PlatformBookingHandoffDiagnosticsPage,frontend/src/App.jsx,331,frontend/src/pages/platform/BookingHandoffDiagnosticsPage.jsx,PlatformLayout;ProtectedRoute,platform,Booking Handoffs,frontend/src/lib/moduleCatalog.js,platform:SaaS & Agencies:visible,/api/agencies;/api/auth/me;/api/platform/booking-handoffs${query},matched_static_backend_shape,
route,/platform/booking-workspaces,/platform/booking-workspaces,route_map,PlatformBookingWorkspacesPage,frontend/src/App.jsx,320,frontend/src/pages/platform/BookingWorkspacesPage.jsx,PlatformLayout;ProtectedRoute,platform,Booking Workspaces,frontend/src/lib/moduleCatalog.js,platform:SaaS & Agencies:visible,/api/agencies;/api/auth/me;/api/platform/booking-workspaces${query},matched_static_backend_shape,
route,/platform/capabilities,/platform/capabilities,route_map,PlatformCapabilityCatalogPage,frontend/src/App.jsx,337,frontend/src/pages/platform/CapabilityCatalogPage.jsx,PlatformLayout;ProtectedRoute,platform,Capability Catalog,frontend/src/lib/moduleCatalog.js,platform:SaaS & Agencies:visible,/api/auth/me;/api/platform/capabilities,matched_static_backend_shape,
route,/platform/client-master,/platform/client-master,route_map,PlatformClientMasterPage,frontend/src/App.jsx,378,frontend/src/pages/platform/ClientMasterPage.jsx,PlatformLayout;ProtectedRoute,platform,Client Master,frontend/src/lib/moduleCatalog.js,platform:CRM / Client Portal Governance:visible,/api/agencies;/api/auth/me;/api/platform/client-master${query},matched_static_backend_shape,
route,/platform/document-templates,/platform/document-templates,route_map,PlatformDocumentTemplatesPage,frontend/src/App.jsx,383,frontend/src/pages/platform/PlatformDocumentTemplatesPage.jsx,PlatformLayout;ProtectedRoute,platform,Documents,frontend/src/lib/moduleCatalog.js,platform:Agency Website/CMS Governance:visible,/api/platform/documents/templates;/api/platform/documents/templates/seed-defaults;/api/platform/summary,matched_static_backend_shape,
route,/platform/document-workspaces,/platform/document-workspaces,route_map,PlatformDocumentWorkspacesPage,frontend/src/App.jsx,324,frontend/src/pages/platform/DocumentWorkspacesPage.jsx,PlatformLayout;ProtectedRoute,platform,Document Workspaces,frontend/src/lib/moduleCatalog.js,platform:SaaS & Agencies:visible,/api/agencies;/api/auth/me;/api/platform/document-workspaces${query},matched_static_backend_shape,
route,/platform/documents,/platform/documents,route_map,PlatformDocumentTemplatesPage,frontend/src/App.jsx,382,frontend/src/pages/platform/PlatformDocumentTemplatesPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/platform/documents/templates;/api/platform/documents/templates/seed-defaults;/api/platform/summary,matched_static_backend_shape,
route,/platform/emd-workspaces,/platform/emd-workspaces,route_map,PlatformEmdWorkspacesPage,frontend/src/App.jsx,322,frontend/src/pages/platform/EmdWorkspacesPage.jsx,PlatformLayout;ProtectedRoute,platform,EMD Workspaces,frontend/src/lib/moduleCatalog.js,platform:SaaS & Agencies:visible,/api/agencies;/api/auth/me;/api/platform/emd-workspaces${query},matched_static_backend_shape,
route,/platform/fare-brand-intelligence,/platform/fare-brand-intelligence,route_map,PlatformFareBrandIntelligencePage,frontend/src/App.jsx,347,frontend/src/pages/platform/FareBrandIntelligencePage.jsx,PlatformLayout;ProtectedRoute,platform,Fare Brand Intelligence,frontend/src/lib/moduleCatalog.js,platform:Airline Intelligence Governance:visible,/api/platform/fare-brand-intelligence${query};/api/platform/fare-brand-intelligence/fare-families;/api/platform/summary,partial_static_match:2_matched:1_unresolved,
route,/platform/feature-bundle-assignments,/platform/feature-bundle-assignments,route_map,PlatformFeatureBundleAssignmentsPage,frontend/src/App.jsx,296,frontend/src/pages/platform/FeatureBundleAssignmentsPage.jsx,PlatformLayout;ProtectedRoute,platform,Feature Bundle Assignments,frontend/src/lib/moduleCatalog.js,platform:SaaS & Agencies:visible,/api/agencies;/api/auth/me;/api/platform/agencies/${form.agency_id}/bundle-assignments;/api/platform/bundle-assignments/${item.assignment_id};/api/platform/feature-bundle-assignments;/api/platform/feature-flag-bundles,matched_static_backend_shape,
route,/platform/feature-bundle-dependencies,/platform/feature-bundle-dependencies,route_map,PlatformFeatureBundleDependenciesPage,frontend/src/App.jsx,297,frontend/src/pages/platform/FeatureBundleDependenciesPage.jsx,PlatformLayout;ProtectedRoute,platform,Feature Bundle Dependencies,frontend/src/lib/moduleCatalog.js,platform:SaaS & Agencies:visible,/api/auth/me;/api/platform/feature-bundle-dependencies${query};/api/platform/feature-bundle-rollout-plans,matched_static_backend_shape,
route,/platform/feature-bundle-rollout-approvals,/platform/feature-bundle-rollout-approvals,route_map,PlatformFeatureBundleRolloutApprovalsPage,frontend/src/App.jsx,300,frontend/src/pages/platform/FeatureBundleRolloutApprovalsPage.jsx,PlatformLayout;ProtectedRoute,platform,Feature Bundle Rollout Approvals,frontend/src/lib/moduleCatalog.js,platform:SaaS & Agencies:visible,/api/auth/me;/api/platform/feature-bundle-rollout-approvals;/api/platform/feature-bundle-rollout-approvals/${approval.approval_id};/api/platform/feature-bundle-rollout-approvals/${approval.approval_id}/notes;/api/platform/feature-bundle-rollout-plans,matched_static_backend_shape,
route,/platform/feature-bundle-rollout-change-requests,/platform/feature-bundle-rollout-change-requests,route_map,PlatformFeatureBundleRolloutChangeRequestsPage,frontend/src/App.jsx,301,frontend/src/pages/platform/FeatureBundleRolloutChangeRequestsPage.jsx,PlatformLayout;ProtectedRoute,platform,Feature Bundle Rollout Change Requests,frontend/src/lib/moduleCatalog.js,platform:SaaS & Agencies:visible,/api/auth/me;/api/platform/feature-bundle-rollout-change-requests${query};/api/platform/feature-bundle-rollout-plans,matched_static_backend_shape,
route,/platform/feature-bundle-rollout-decisions,/platform/feature-bundle-rollout-decisions,route_map,PlatformFeatureBundleRolloutDecisionsPage,frontend/src/App.jsx,302,frontend/src/pages/platform/FeatureBundleRolloutDecisionsPage.jsx,PlatformLayout;ProtectedRoute,platform,Feature Bundle Rollout Decisions,frontend/src/lib/moduleCatalog.js,platform:SaaS & Agencies:visible,/api/auth/me;/api/platform/feature-bundle-rollout-decisions${query};/api/platform/feature-bundle-rollout-plans,matched_static_backend_shape,
route,/platform/feature-bundle-rollout-issues,/platform/feature-bundle-rollout-issues,route_map,PlatformFeatureBundleRolloutIssuesPage,frontend/src/App.jsx,303,frontend/src/pages/platform/FeatureBundleRolloutIssuesPage.jsx,PlatformLayout;ProtectedRoute,platform,Feature Bundle Rollout Issues,frontend/src/lib/moduleCatalog.js,platform:SaaS & Agencies:visible,/api/auth/me;/api/platform/feature-bundle-rollout-issues${query};/api/platform/feature-bundle-rollout-plans,matched_static_backend_shape,
route,/platform/feature-bundle-rollout-plans,/platform/feature-bundle-rollout-plans,route_map,PlatformFeatureBundleRolloutPlansPage,frontend/src/App.jsx,299,frontend/src/pages/platform/FeatureBundleRolloutPlansPage.jsx,PlatformLayout;ProtectedRoute,platform,Feature Bundle Rollout Plans,frontend/src/lib/moduleCatalog.js,platform:SaaS & Agencies:visible,/api/agencies;/api/auth/me;/api/platform/feature-bundle-assignments;/api/platform/feature-bundle-rollout-plans;/api/platform/feature-bundle-rollout-plans/${plan.rollout_plan_id};/api/platform/feature-bundle-rollout-readiness;/api/platform/feature-flag-bundles,matched_static_backend_shape,
route,/platform/feature-bundle-rollout-readiness,/platform/feature-bundle-rollout-readiness,route_map,PlatformFeatureBundleRolloutReadinessPage,frontend/src/App.jsx,298,frontend/src/pages/platform/FeatureBundleRolloutReadinessPage.jsx,PlatformLayout;ProtectedRoute,platform,Feature Bundle Rollout Readiness,frontend/src/lib/moduleCatalog.js,platform:SaaS & Agencies:visible,/api/auth/me;/api/platform/feature-bundle-rollout-readiness;/api/platform/feature-bundle-rollout-readiness/defaults;/api/platform/feature-bundle-rollout-readiness/summary,matched_static_backend_shape,
